transaction_id,source_system,supplier_id,supplier_name,category,department,amount,currency,contract_id,contract_status,requisition_id,transaction_date
TXN000331,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,IT,52377.13,INR,CTR0002,ON_CONTRACT,REQ00238,2025-05-09
TXN000341,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Logistics,66619.67,INR,CTR0002,ON_CONTRACT,,2025-07-10
TXN000347,INVOICE_SYSTEM,SUP0004,Arcadia IT Traders,IT Hardware,Operations,123439.52,INR,,OFF_CONTRACT,REQ00299,2026-03-21
TXN000349,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Logistics,72445.77,INR,CTR0007,ON_CONTRACT,,2025-12-30
TXN000350,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Finance,107620.39,INR,CTR0007,ON_CONTRACT,,2025-12-31
TXN000352,INVOICE_SYSTEM,SUP0020,BrightArc Media,Marketing Services,R&D,139908.58,INR,,OFF_CONTRACT,REQ00101,2025-08-11
TXN000358,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Operations,45146.53,INR,CTR0006,ON_CONTRACT,,2026-02-17
TXN000369,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Logistics,28250.66,INR,CTR0008,ON_CONTRACT,REQ00116,2026-01-19
TXN000371,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Facilities,20364.57,INR,CTR0008,ON_CONTRACT,,2026-03-01
TXN000372,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,Logistics,43826.58,INR,CTR0004,ON_CONTRACT,REQ00883,2025-05-15
TXN000373,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Operations,19838.77,INR,CTR0008,ON_CONTRACT,REQ00756,2026-01-27
TXN000376,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Facilities,34156.0,INR,CTR0005,ON_CONTRACT,REQ00769,2025-10-28
TXN000379,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Facilities,79600.88,INR,CTR0008,ON_CONTRACT,REQ00768,2025-08-21
TXN000382,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Finance,69829.18,INR,CTR0008,ON_CONTRACT,REQ00134,2026-01-15
TXN000384,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,R&D,84830.18,INR,CTR0008,ON_CONTRACT,REQ00706,2025-06-07
TXN000385,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Human Resources,68275.83,INR,CTR0005,ON_CONTRACT,REQ00370,2025-08-07
TXN000386,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Marketing,99365.5,INR,CTR0002,ON_CONTRACT,REQ00641,2025-09-04
TXN000390,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Marketing,99717.65,INR,CTR0002,ON_CONTRACT,REQ00833,2025-06-08
TXN000397,INVOICE_SYSTEM,SUP0008,Orion Office Supplies,Office Supplies,R&D,21743.49,INR,CTR0003,ON_CONTRACT,REQ00700,2025-06-28
TXN000402,INVOICE_SYSTEM,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Facilities,164895.7,INR,CTR0001,ON_CONTRACT,REQ00624,2025-04-29
TXN000407,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,33352.1,INR,CTR0006,ON_CONTRACT,REQ00522,2025-04-02
TXN000409,INVOICE_SYSTEM,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,165334.21,INR,CTR0001,ON_CONTRACT,REQ00255,2025-10-31
TXN000414,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,IT,160421.96,INR,CTR0004,ON_CONTRACT,REQ00355,2026-02-20
TXN000415,INVOICE_SYSTEM,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,122934.77,INR,CTR0001,ON_CONTRACT,,2025-09-05
TXN000416,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,R&D,62086.78,INR,CTR0002,ON_CONTRACT,REQ00062,2025-06-12
TXN000417,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,R&D,32043.28,INR,CTR0005,ON_CONTRACT,,2025-10-08
TXN000423,INVOICE_SYSTEM,SUP0010,Kanban Stationers,Office Supplies,IT,340352.46,INR,,OFF_CONTRACT,REQ00878,2025-09-15
TXN000425,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,IT,12719.82,INR,CTR0005,ON_CONTRACT,,2025-11-18
TXN000429,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,IT,31054.9,INR,CTR0006,ON_CONTRACT,REQ00588,2025-11-08
TXN000431,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,IT,19725.32,INR,CTR0005,ON_CONTRACT,,2026-02-10
TXN000436,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,52058.15,INR,CTR0006,ON_CONTRACT,REQ00247,2025-08-15
TXN000441,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Operations,19041.53,INR,CTR0008,ON_CONTRACT,,2025-09-22
TXN000443,INVOICE_SYSTEM,SUP0006,Vertex Licensing,IT Software & Licences,Finance,54298.43,INR,,OFF_CONTRACT,,2026-03-06
TXN000454,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Logistics,110167.21,INR,CTR0002,ON_CONTRACT,,2025-11-07
TXN000459,INVOICE_SYSTEM,SUP0023,FleetBridge Cargo,Logistics & Freight,Logistics,16673.17,INR,,OFF_CONTRACT,REQ00677,2025-08-14
TXN000463,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,R&D,196669.42,INR,CTR0004,ON_CONTRACT,,2026-03-18
TXN000465,INVOICE_SYSTEM,SUP0008,Orion Office Supplies,Office Supplies,Marketing,24129.97,INR,CTR0003,ON_CONTRACT,,2025-06-25
TXN000469,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,R&D,30558.45,INR,CTR0008,ON_CONTRACT,REQ00154,2025-06-15
TXN000470,INVOICE_SYSTEM,SUP0007,Meridian Softworks,IT Software & Licences,Human Resources,116138.37,INR,,OFF_CONTRACT,,2025-09-24
TXN000472,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Finance,155783.04,INR,CTR0007,ON_CONTRACT,,2025-04-26
TXN000476,INVOICE_SYSTEM,SUP0023,FleetBridge Cargo,Logistics & Freight,Marketing,94416.08,INR,,OFF_CONTRACT,REQ00727,2025-12-16
TXN000477,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,IT,30331.52,INR,CTR0007,ON_CONTRACT,REQ00897,2025-07-12
TXN000481,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,47763.92,INR,CTR0006,ON_CONTRACT,REQ00396,2025-04-26
TXN000482,INVOICE_SYSTEM,SUP0009,Paperline Traders,Office Supplies,Operations,18002.22,INR,,OFF_CONTRACT,,2025-08-16
TXN000483,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,IT,83635.75,INR,CTR0007,ON_CONTRACT,REQ00136,2026-02-26
TXN000486,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,R&D,81894.96,INR,CTR0005,ON_CONTRACT,,2025-04-04
TXN000497,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Marketing,55859.8,INR,CTR0005,ON_CONTRACT,REQ00206,2025-09-23
TXN000501,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,R&D,117742.64,INR,CTR0007,ON_CONTRACT,REQ00547,2025-07-12
TXN000502,INVOICE_SYSTEM,SUP0017,GreenEdge Services,Facilities Maintenance,Operations,42165.78,INR,,OFF_CONTRACT,REQ00005,2026-02-15
TXN000503,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,Human Resources,105000.8,INR,CTR0004,ON_CONTRACT,REQ00393,2025-12-14
TXN000504,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Human Resources,74731.19,INR,CTR0005,ON_CONTRACT,,2025-11-20
TXN000523,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Operations,68194.86,INR,CTR0006,ON_CONTRACT,,2026-03-09
TXN000525,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,IT,137366.02,INR,CTR0007,ON_CONTRACT,REQ00161,2025-12-15
TXN000536,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,Finance,238400.8,INR,CTR0004,ON_CONTRACT,REQ00425,2025-04-24
TXN000540,INVOICE_SYSTEM,SUP0011,Sterling Advisory,Professional Services,Human Resources,67123.48,INR,CTR0004,ON_CONTRACT,REQ00137,2025-06-10
TXN000541,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Human Resources,153567.14,INR,CTR0007,ON_CONTRACT,,2026-01-06
TXN000542,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Operations,46370.48,INR,CTR0006,ON_CONTRACT,REQ00640,2025-08-27
TXN000543,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Marketing,23718.57,INR,CTR0006,ON_CONTRACT,REQ00711,2026-02-21
TXN000544,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,50302.04,INR,CTR0006,ON_CONTRACT,,2026-03-08
TXN000545,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Human Resources,106537.95,INR,CTR0007,ON_CONTRACT,,2025-11-03
TXN000547,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Human Resources,17311.72,INR,CTR0005,ON_CONTRACT,REQ00064,2026-03-20
TXN000550,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Finance,128124.57,INR,CTR0007,ON_CONTRACT,,2025-04-28
TXN000555,INVOICE_SYSTEM,SUP0008,Orion Office Supplies,Office Supplies,IT,22163.03,INR,CTR0003,ON_CONTRACT,,2026-02-15
TXN000558,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Finance,18022.18,INR,CTR0002,ON_CONTRACT,REQ00301,2025-07-21
TXN000560,INVOICE_SYSTEM,SUP0013,Adept Partners,Professional Services,R&D,170265.01,INR,,OFF_CONTRACT,,2025-05-29
TXN000564,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,R&D,16527.19,INR,CTR0002,ON_CONTRACT,,2025-05-07
TXN000569,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,IT,87045.17,INR,CTR0008,ON_CONTRACT,REQ00547,2025-07-22
TXN000572,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Human Resources,129711.42,INR,CTR0007,ON_CONTRACT,REQ00760,2025-09-24
TXN000578,INVOICE_SYSTEM,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,168621.08,INR,CTR0001,ON_CONTRACT,REQ00369,2025-06-08
TXN000580,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,Operations,42115.66,INR,CTR0002,ON_CONTRACT,REQ00642,2025-05-10
TXN000582,INVOICE_SYSTEM,SUP0014,Skyroute Travel,Travel,Logistics,88362.67,INR,CTR0005,ON_CONTRACT,,2025-06-16
TXN000583,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Human Resources,39557.09,INR,CTR0006,ON_CONTRACT,REQ00514,2025-12-18
TXN000586,INVOICE_SYSTEM,SUP0027,Orion Office Supplies Ltd,Office Supplies,IT,7523.35,INR,,OFF_CONTRACT,REQ00500,2025-07-28
TXN000591,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,Logistics,39435.8,INR,CTR0007,ON_CONTRACT,,2026-02-04
TXN000598,INVOICE_SYSTEM,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,26302.55,INR,CTR0008,ON_CONTRACT,,2025-07-03
TXN000601,INVOICE_SYSTEM,SUP0005,Cloudspan Software,IT Software & Licences,IT,32738.18,INR,CTR0002,ON_CONTRACT,,2025-12-29
TXN000603,INVOICE_SYSTEM,SUP0019,Lumen Creative,Marketing Services,R&D,44781.47,INR,CTR0007,ON_CONTRACT,REQ00824,2026-03-23
TXN000608,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,R&D,31856.19,INR,CTR0006,ON_CONTRACT,,2025-10-29
TXN000612,INVOICE_SYSTEM,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,IT,148908.61,INR,CTR0001,ON_CONTRACT,,2025-06-14
TXN000623,INVOICE_SYSTEM,SUP0012,Cobalt Consulting,Professional Services,IT,117799.14,INR,,OFF_CONTRACT,,2025-08-13
TXN000625,INVOICE_SYSTEM,SUP0016,Prime Facility Care,Facilities Maintenance,Human Resources,537687.72,INR,,OFF_CONTRACT,REQ00765,2026-03-16
