transaction_id,source_system,supplier_id,supplier_name,category,department,amount,currency,contract_id,contract_status,requisition_id,transaction_date
TXN000524,CORPORATE_CARD,SUP0017,GreenEdge Services,Facilities Maintenance,Logistics,20305.14,INR,,OFF_CONTRACT,REQ00693,2026-02-23
TXN000530,CORPORATE_CARD,SUP0026,Nexa Tech Pvt Ltd,IT Hardware,Operations,53390.19,INR,,OFF_CONTRACT,,2025-11-20
TXN000551,CORPORATE_CARD,SUP0002,Zenith Computing,IT Hardware,Operations,40589.44,INR,,OFF_CONTRACT,,2026-03-27
TXN000552,CORPORATE_CARD,SUP0018,Urban Upkeep,Facilities Maintenance,Operations,12772.73,INR,,OFF_CONTRACT,REQ00182,2026-03-16
TXN000561,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Logistics,18664.49,INR,,OFF_CONTRACT,REQ00304,2026-02-28
TXN000565,CORPORATE_CARD,SUP0010,Kanban Stationers,Office Supplies,Human Resources,1623.91,INR,,OFF_CONTRACT,,2026-01-20
TXN000567,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,IT,18850.55,INR,CTR0002,ON_CONTRACT,,2025-05-08
TXN000573,CORPORATE_CARD,SUP0012,Cobalt Consulting,Professional Services,Human Resources,37446.42,INR,,OFF_CONTRACT,REQ00186,2026-03-10
TXN000576,CORPORATE_CARD,SUP0013,Adept Partners,Professional Services,Finance,100556.24,INR,,OFF_CONTRACT,,2025-09-04
TXN000581,CORPORATE_CARD,SUP0007,Meridian Softworks,IT Software & Licences,Operations,24891.34,INR,,OFF_CONTRACT,,2026-01-08
TXN000595,CORPORATE_CARD,SUP0012,Cobalt Consulting,Professional Services,Marketing,62394.47,INR,,OFF_CONTRACT,REQ00525,2025-04-21
TXN000597,CORPORATE_CARD,SUP0025,NEXA TECHNOLOGIES PVT. LTD.,IT Hardware,Logistics,30195.47,INR,,OFF_CONTRACT,,2025-11-28
TXN000599,CORPORATE_CARD,SUP0014,Skyroute Travel,Travel,Facilities,10141.81,INR,CTR0005,ON_CONTRACT,REQ00395,2025-06-07
TXN000602,CORPORATE_CARD,SUP0006,Vertex Licensing,IT Software & Licences,R&D,18612.18,INR,,OFF_CONTRACT,REQ00380,2025-04-23
TXN000610,CORPORATE_CARD,SUP0017,GreenEdge Services,Facilities Maintenance,Operations,20903.71,INR,,OFF_CONTRACT,REQ00717,2025-06-22
TXN000614,CORPORATE_CARD,SUP0004,Arcadia IT Traders,IT Hardware,IT,11539.2,INR,,OFF_CONTRACT,,2025-06-29
TXN000616,CORPORATE_CARD,SUP0011,Sterling Advisory,Professional Services,Marketing,60194.66,INR,CTR0004,ON_CONTRACT,REQ00283,2025-10-22
TXN000621,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Operations,10173.28,INR,,OFF_CONTRACT,,2025-11-21
TXN000628,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,IT,31237.65,INR,CTR0002,ON_CONTRACT,,2025-10-08
TXN000633,CORPORATE_CARD,SUP0006,Vertex Licensing,IT Software & Licences,Human Resources,15663.39,INR,,OFF_CONTRACT,REQ00628,2025-09-23
TXN000647,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Marketing,17358.33,INR,,OFF_CONTRACT,REQ00024,2025-06-04
TXN000650,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,R&D,11803.63,INR,CTR0002,ON_CONTRACT,REQ00254,2025-08-24
TXN000658,CORPORATE_CARD,SUP0019,Lumen Creative,Marketing Services,Operations,24351.68,INR,CTR0007,ON_CONTRACT,REQ00433,2026-02-15
TXN000664,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Marketing,5055.2,INR,,OFF_CONTRACT,REQ00795,2025-10-18
TXN000668,CORPORATE_CARD,SUP0017,GreenEdge Services,Facilities Maintenance,Human Resources,7334.25,INR,,OFF_CONTRACT,REQ00306,2025-07-11
TXN000671,CORPORATE_CARD,SUP0002,Zenith Computing,IT Hardware,Operations,18493.83,INR,,OFF_CONTRACT,REQ00094,2026-03-18
TXN000679,CORPORATE_CARD,SUP0021,Pulse Marketing Co,,Finance,59132.26,INR,,OFF_CONTRACT,REQ00330,2025-05-27
TXN000690,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,Human Resources,14730.76,INR,,OFF_CONTRACT,REQ00464,2025-11-16
TXN000698,CORPORATE_CARD,SUP0004,Arcadia IT Traders,IT Hardware,Marketing,19132.69,INR,,OFF_CONTRACT,REQ00715,2025-07-23
TXN000699,CORPORATE_CARD,SUP0009,Paperline Traders,Office Supplies,Operations,1486.74,INR,,OFF_CONTRACT,REQ00806,2025-10-19
TXN000702,CORPORATE_CARD,SUP0011,Sterling Advisory,Professional Services,Operations,10625.87,INR,CTR0004,ON_CONTRACT,REQ00273,2025-11-07
TXN000721,CORPORATE_CARD,SUP0012,Cobalt Consulting,Professional Services,R&D,99465.14,INR,,OFF_CONTRACT,,2025-06-14
TXN000725,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Finance,18125.08,INR,,OFF_CONTRACT,REQ00799,2025-12-01
TXN000726,CORPORATE_CARD,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Logistics,7767.37,INR,,OFF_CONTRACT,REQ00168,2025-07-08
TXN000730,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,IT,15994.97,INR,,OFF_CONTRACT,REQ00463,2025-11-20
TXN000732,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Human Resources,22088.34,INR,,OFF_CONTRACT,,2025-08-25
TXN000749,CORPORATE_CARD,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Logistics,56054.86,INR,CTR0001,ON_CONTRACT,,2026-02-04
TXN000757,CORPORATE_CARD,SUP0022,Transcore Logistics,Logistics & Freight,Finance,18687.49,INR,CTR0008,ON_CONTRACT,REQ00834,2025-10-29
TXN000766,CORPORATE_CARD,SUP0007,Meridian Softworks,IT Software & Licences,Logistics,14205.47,INR,,OFF_CONTRACT,REQ00886,2025-12-24
TXN000770,CORPORATE_CARD,SUP0007,Meridian Softworks,IT Software & Licences,Finance,30796.62,INR,,OFF_CONTRACT,REQ00722,2025-08-24
TXN000772,CORPORATE_CARD,SUP0024,Nexa Technologies,IT Hardware,R&D,28393.76,INR,,OFF_CONTRACT,REQ00611,2026-01-29
TXN000785,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,IT,7651.38,INR,,OFF_CONTRACT,,2026-03-05
TXN000795,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Logistics,3866.2,INR,,OFF_CONTRACT,REQ00232,2025-07-05
TXN000807,CORPORATE_CARD,SUP0008,Orion Office Supplies,Office Supplies,IT,6940.85,INR,CTR0003,ON_CONTRACT,REQ00087,2025-06-14
TXN000809,CORPORATE_CARD,SUP0008,Orion Office Supplies,Office Supplies,Facilities,3135.9,INR,CTR0003,ON_CONTRACT,REQ00476,2025-10-22
TXN000810,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,R&D,8040.12,INR,,OFF_CONTRACT,REQ00149,2025-12-28
TXN000814,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Marketing,28882.73,INR,,OFF_CONTRACT,REQ00011,2026-03-11
TXN000820,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,Human Resources,25501.82,INR,,OFF_CONTRACT,,2025-10-13
TXN000825,CORPORATE_CARD,SUP0022,Transcore Logistics,Logistics & Freight,Human Resources,24332.19,INR,CTR0008,ON_CONTRACT,REQ00338,2025-10-18
TXN000829,CORPORATE_CARD,SUP0006,Vertex Licensing,IT Software & Licences,R&D,18763.5,INR,,OFF_CONTRACT,,2025-09-01
TXN000830,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Logistics,24655.83,INR,,OFF_CONTRACT,,2025-06-11
TXN000831,CORPORATE_CARD,SUP0002,Zenith Computing,IT Hardware,Human Resources,19611.95,INR,,OFF_CONTRACT,REQ00855,2025-11-17
TXN000833,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Logistics,5209.58,INR,,OFF_CONTRACT,,2025-11-28
TXN000834,CORPORATE_CARD,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Human Resources,8076.56,INR,CTR0001,ON_CONTRACT,,2025-05-20
TXN000837,CORPORATE_CARD,SUP0018,Urban Upkeep,Facilities Maintenance,Marketing,16045.57,INR,,OFF_CONTRACT,REQ00813,2025-07-19
TXN000844,CORPORATE_CARD,SUP0004,Arcadia IT Traders,IT Hardware,Finance,58037.62,INR,,OFF_CONTRACT,REQ00572,2025-07-30
TXN000846,CORPORATE_CARD,SUP0012,Cobalt Consulting,Professional Services,Marketing,26994.04,INR,,OFF_CONTRACT,,2025-11-29
TXN000847,CORPORATE_CARD,SUP0022,Transcore Logistics,Logistics & Freight,Human Resources,3109.45,INR,CTR0008,ON_CONTRACT,REQ00258,2025-09-19
TXN000848,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Logistics,40497.65,INR,,OFF_CONTRACT,REQ00073,2025-07-30
TXN000865,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Finance,13180.99,INR,,OFF_CONTRACT,,2025-04-29
TXN000871,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Facilities,13319.09,INR,,OFF_CONTRACT,REQ00469,2025-05-15
TXN000875,CORPORATE_CARD,SUP0013,Adept Partners,Professional Services,Finance,12398.4,INR,,OFF_CONTRACT,REQ00682,2026-03-23
TXN000897,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,R&D,10923.98,INR,,OFF_CONTRACT,REQ00705,2026-02-25
TXN000900,CORPORATE_CARD,SUP0006,Vertex Licensing,IT Software & Licences,Marketing,3722.97,INR,,OFF_CONTRACT,REQ00900,2026-03-21
TXN000902,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Facilities,1760.87,INR,,OFF_CONTRACT,,2025-06-25
TXN000906,CORPORATE_CARD,SUP0013,Adept Partners,Professional Services,Facilities,90853.6,INR,,OFF_CONTRACT,REQ00079,2025-05-30
TXN000913,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,Finance,18781.93,INR,CTR0002,ON_CONTRACT,REQ00513,2026-02-08
TXN000922,CORPORATE_CARD,SUP0009,Paperline Traders,,Facilities,4645.34,INR,,OFF_CONTRACT,REQ00411,2026-03-22
TXN000927,CORPORATE_CARD,SUP0009,Paperline Traders,Office Supplies,Marketing,3264.42,INR,,OFF_CONTRACT,REQ00696,2025-09-15
TXN000928,CORPORATE_CARD,SUP0008,Orion Office Supplies,Office Supplies,Logistics,5465.71,INR,CTR0003,ON_CONTRACT,,2025-07-13
TXN000933,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,IT,30141.56,INR,,OFF_CONTRACT,REQ00507,2026-01-28
TXN000937,CORPORATE_CARD,SUP0011,Sterling Advisory,Professional Services,Facilities,14376.2,INR,CTR0004,ON_CONTRACT,,2025-05-29
TXN000939,CORPORATE_CARD,SUP0019,Lumen Creative,Marketing Services,R&D,11908.64,INR,CTR0007,ON_CONTRACT,,2025-09-13
TXN000940,CORPORATE_CARD,SUP0007,Meridian Softworks,IT Software & Licences,Marketing,15996.07,INR,,OFF_CONTRACT,,2025-10-04
TXN000941,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,Human Resources,25812.09,INR,,OFF_CONTRACT,REQ00305,2026-01-19
TXN000942,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Facilities,17329.85,INR,,OFF_CONTRACT,,2025-08-18
TXN000947,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Marketing,12010.85,INR,,OFF_CONTRACT,REQ00765,2026-03-17
TXN000954,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Marketing,26212.73,INR,,OFF_CONTRACT,REQ00585,2025-12-13
TXN000980,CORPORATE_CARD,SUP0017,GreenEdge Services,Facilities Maintenance,Human Resources,16675.08,INR,,OFF_CONTRACT,REQ00571,2025-05-01
TXN001004,CORPORATE_CARD,SUP0012,Cobalt Consulting,Professional Services,Human Resources,83164.95,INR,,OFF_CONTRACT,REQ00082,2025-12-01
TXN001020,CORPORATE_CARD,SUP0020,BrightArc Media,Marketing Services,Human Resources,8137.41,INR,,OFF_CONTRACT,REQ00410,2025-12-05
TXN001022,CORPORATE_CARD,SUP0007,Meridian Softworks,IT Software & Licences,Logistics,19262.51,INR,,OFF_CONTRACT,,2025-04-11
TXN001024,CORPORATE_CARD,SUP0018,Urban Upkeep,Facilities Maintenance,R&D,12925.53,INR,,OFF_CONTRACT,,2026-03-11
TXN001025,CORPORATE_CARD,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,15646.64,INR,CTR0006,ON_CONTRACT,REQ00205,2025-06-20
TXN001036,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,Operations,24186.51,INR,CTR0002,ON_CONTRACT,REQ00772,2025-12-28
TXN001047,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Facilities,21175.95,INR,,OFF_CONTRACT,REQ00667,2025-06-03
TXN001048,CORPORATE_CARD,SUP0022,Transcore Logistics,Logistics & Freight,Operations,4010.44,INR,CTR0008,ON_CONTRACT,REQ00292,2026-03-08
TXN001056,CORPORATE_CARD,SUP0018,Urban Upkeep,Facilities Maintenance,IT,8461.81,INR,,OFF_CONTRACT,REQ00121,2025-10-08
TXN001075,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Operations,39859.25,INR,,OFF_CONTRACT,,2026-02-28
TXN001083,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Human Resources,18469.1,INR,,OFF_CONTRACT,,2026-03-29
TXN001084,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,IT,20943.6,INR,,OFF_CONTRACT,,2025-06-08
TXN001089,CORPORATE_CARD,SUP0022,Transcore Logistics,Logistics & Freight,Finance,35588.27,INR,CTR0008,ON_CONTRACT,REQ00836,2026-02-09
TXN001091,CORPORATE_CARD,SUP0015,Voyager Corporate Travel,Travel,Facilities,28304.56,INR,,OFF_CONTRACT,,2026-01-17
TXN001095,CORPORATE_CARD,SUP0025,NEXA TECHNOLOGIES PVT. LTD.,IT Hardware,Finance,20960.62,INR,,OFF_CONTRACT,REQ00417,2025-08-19
TXN001105,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,IT,26439.26,INR,,OFF_CONTRACT,REQ00391,2025-10-23
TXN001114,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,Finance,25585.88,INR,CTR0002,ON_CONTRACT,,2026-01-15
TXN001117,CORPORATE_CARD,SUP0013,Adept Partners,Professional Services,Operations,25803.3,INR,,OFF_CONTRACT,REQ00846,2025-04-04
TXN001121,CORPORATE_CARD,SUP0005,Cloudspan Software,IT Software & Licences,Facilities,28561.09,INR,CTR0002,ON_CONTRACT,REQ00216,2025-09-04
TXN001138,CORPORATE_CARD,SUP0014,Skyroute Travel,Travel,Human Resources,9300.46,INR,CTR0005,ON_CONTRACT,REQ00307,2025-08-23
TXN001140,CORPORATE_CARD,SUP0021,Pulse Marketing Co,Marketing Services,Logistics,21921.74,INR,,OFF_CONTRACT,REQ00088,2025-09-08
TXN001162,CORPORATE_CARD,SUP0023,FleetBridge Cargo,Logistics & Freight,Human Resources,9231.27,INR,,OFF_CONTRACT,REQ00140,2025-09-15
TXN001179,CORPORATE_CARD,SUP0019,Lumen Creative,Marketing Services,IT,38093.01,INR,CTR0007,ON_CONTRACT,REQ00632,2025-06-03
TXN001183,CORPORATE_CARD,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Human Resources,6258.47,INR,,OFF_CONTRACT,,2025-07-27
TXN001185,CORPORATE_CARD,SUP0013,Adept Partners,Professional Services,Finance,20452.75,INR,,OFF_CONTRACT,REQ00645,2025-04-04
