transaction_id,source_system,supplier_id,supplier_name,category,department,amount,currency,contract_id,contract_status,requisition_id,transaction_date
TXN000151,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Marketing,165781.21,INR,CTR0001,ON_CONTRACT,,2025-07-15
TXN000152,ERP_EXPORT,SUP0007,Meridian Softworks,IT Software & Licences,Operations,40154.0,INR,,OFF_CONTRACT,,2025-07-29
TXN000153,ERP_EXPORT,SUP0018,Urban Upkeep,Facilities Maintenance,Marketing,18693.69,INR,,OFF_CONTRACT,,2026-01-02
TXN000155,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Facilities,24669.96,INR,,OFF_CONTRACT,REQ00797,2025-10-03
TXN000156,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,IT,40415.8,INR,CTR0002,ON_CONTRACT,,2026-03-04
TXN000158,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Logistics,126626.75,INR,CTR0007,ON_CONTRACT,REQ00083,2025-09-12
TXN000159,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Finance,7465.66,INR,CTR0003,ON_CONTRACT,REQ00612,2025-12-28
TXN000161,ERP_EXPORT,SUP0017,GreenEdge Services,Facilities Maintenance,Facilities,32066.99,INR,,OFF_CONTRACT,REQ00321,2026-03-07
TXN000162,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Logistics,59849.08,INR,CTR0005,ON_CONTRACT,REQ00852,2025-05-14
TXN000165,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Operations,15403.76,INR,CTR0005,ON_CONTRACT,REQ00494,2025-07-24
TXN000166,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Facilities,102706.76,INR,CTR0002,ON_CONTRACT,,2026-01-19
TXN000168,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Human Resources,23294.52,INR,CTR0005,ON_CONTRACT,,2025-09-27
TXN000169,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,323897.11,INR,,OFF_CONTRACT,REQ00759,2026-02-19
TXN000170,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,116588.41,INR,CTR0001,ON_CONTRACT,REQ00350,2025-06-20
TXN000171,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,50653.86,INR,CTR0006,ON_CONTRACT,,2025-06-19
TXN000173,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Finance,49991.63,INR,CTR0005,ON_CONTRACT,REQ00291,2026-03-14
TXN000174,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Operations,30799.15,INR,CTR0008,ON_CONTRACT,REQ00614,2025-04-29
TXN000176,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,R&D,20461.99,INR,CTR0006,ON_CONTRACT,REQ00390,2025-12-29
TXN000179,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Facilities,151142.2,INR,CTR0007,ON_CONTRACT,REQ00333,2025-06-27
TXN000180,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,Facilities,23414.24,INR,,OFF_CONTRACT,REQ00604,2025-10-23
TXN000181,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Finance,50811.97,INR,CTR0002,ON_CONTRACT,REQ00798,2025-06-26
TXN000182,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Operations,26914.72,INR,CTR0002,ON_CONTRACT,,2025-09-26
TXN000185,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Logistics,33409.16,INR,CTR0008,ON_CONTRACT,,2026-01-15
TXN000186,ERP_EXPORT,SUP0018,Urban Upkeep,Facilities Maintenance,Logistics,49599.04,INR,,OFF_CONTRACT,REQ00453,2026-02-18
TXN000187,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Facilities,75012.22,INR,CTR0005,ON_CONTRACT,REQ00463,2025-04-20
TXN000188,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Facilities,111056.13,INR,CTR0001,ON_CONTRACT,,2025-12-16
TXN000189,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,IT,94151.08,INR,CTR0007,ON_CONTRACT,REQ00830,2026-01-18
TXN000190,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Marketing,90788.98,INR,CTR0004,ON_CONTRACT,,2025-11-17
TXN000193,ERP_EXPORT,SUP0021,Pulse Marketing Co,Marketing Services,Finance,146058.53,INR,,OFF_CONTRACT,REQ00097,2026-01-11
TXN000197,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Logistics,67528.37,INR,CTR0005,ON_CONTRACT,REQ00141,2025-06-19
TXN000199,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Marketing,22402.99,INR,CTR0003,ON_CONTRACT,,2026-02-14
TXN000200,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,Operations,19937.14,INR,CTR0003,ON_CONTRACT,,2026-02-07
TXN000201,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,Operations,60646.59,INR,,OFF_CONTRACT,REQ00829,2025-11-27
TXN000206,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Operations,21287.59,INR,CTR0007,ON_CONTRACT,REQ00084,2025-10-09
TXN000210,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Human Resources,42513.13,INR,CTR0007,ON_CONTRACT,REQ00245,2025-11-01
TXN000212,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,IT,185297.99,INR,CTR0004,ON_CONTRACT,,2025-08-02
TXN000218,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,140706.17,INR,CTR0001,ON_CONTRACT,,2026-01-04
TXN000221,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Logistics,112065.8,INR,CTR0007,ON_CONTRACT,REQ00817,2025-12-22
TXN000222,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,Marketing,54601.31,INR,,OFF_CONTRACT,REQ00329,2025-05-23
TXN000223,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Logistics,24835.85,INR,CTR0002,ON_CONTRACT,,2025-11-05
TXN000224,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,IT,10457.46,INR,CTR0003,ON_CONTRACT,,2025-09-28
TXN000228,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,Facilities,44627.11,INR,,OFF_CONTRACT,,2025-12-28
TXN000230,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,Human Resources,59753.37,INR,,OFF_CONTRACT,,2025-12-08
TXN000233,ERP_EXPORT,SUP0028,ORION OFFICE SUPPLIES,Office Supplies,Operations,15268.79,INR,,OFF_CONTRACT,,2025-07-31
TXN000234,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Finance,52878.97,INR,CTR0008,ON_CONTRACT,REQ00565,2025-06-06
TXN000235,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Logistics,35500.51,INR,CTR0002,ON_CONTRACT,REQ00788,2025-10-27
TXN000236,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Facilities,90857.47,INR,CTR0002,ON_CONTRACT,REQ00697,2025-12-21
TXN000240,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Marketing,77193.24,INR,CTR0004,ON_CONTRACT,,2026-02-09
TXN000241,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Marketing,113748.15,INR,CTR0002,ON_CONTRACT,REQ00640,2026-02-04
TXN000242,ERP_EXPORT,SUP0018,Urban Upkeep,Facilities Maintenance,IT,67235.71,INR,,OFF_CONTRACT,REQ00657,2026-01-21
TXN000245,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Logistics,27395.78,INR,CTR0001,ON_CONTRACT,REQ00622,2025-06-13
TXN000247,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Human Resources,59959.34,INR,CTR0002,ON_CONTRACT,REQ00145,2025-05-20
TXN000248,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,R&D,174831.5,INR,CTR0001,ON_CONTRACT,REQ00887,2025-06-21
TXN000249,ERP_EXPORT,SUP0018,Urban Upkeep,Facilities Maintenance,Marketing,67817.2,INR,,OFF_CONTRACT,REQ00528,2025-11-26
TXN000250,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,R&D,82799.78,INR,,OFF_CONTRACT,REQ00247,2025-07-20
TXN000251,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Logistics,27666.93,INR,CTR0006,ON_CONTRACT,REQ00009,2025-05-26
TXN000252,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Finance,73913.68,INR,CTR0007,ON_CONTRACT,,2025-10-05
TXN000253,ERP_EXPORT,SUP0001,Nexa Technologies Pvt Ltd,IT Hardware,Operations,156926.18,INR,CTR0001,ON_CONTRACT,REQ00296,2025-05-08
TXN000255,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Finance,32796.74,INR,CTR0002,ON_CONTRACT,,2025-09-21
TXN000259,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,Facilities,59315.08,INR,,OFF_CONTRACT,,2026-01-24
TXN000260,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Human Resources,15968.47,INR,CTR0005,ON_CONTRACT,,2026-01-22
TXN000261,ERP_EXPORT,SUP0013,Adept Partners,Professional Services,R&D,169151.52,INR,,OFF_CONTRACT,REQ00698,2025-08-03
TXN000264,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,Human Resources,55021.36,INR,,OFF_CONTRACT,,2025-07-08
TXN000265,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Human Resources,224248.35,INR,CTR0004,ON_CONTRACT,,2026-03-27
TXN000266,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Logistics,195561.41,INR,CTR0004,ON_CONTRACT,REQ00815,2025-08-19
TXN000269,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Human Resources,37478.27,INR,CTR0005,ON_CONTRACT,,2026-03-23
TXN000273,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Facilities,62024.34,INR,CTR0006,ON_CONTRACT,,2025-07-28
TXN000274,ERP_EXPORT,SUP0002,Zenith Computing,IT Hardware,Marketing,166552.29,INR,,OFF_CONTRACT,,2025-04-19
TXN000276,ERP_EXPORT,SUP0014,Skyroute Travel,Travel,Finance,-49124.34,INR,CTR0005,ON_CONTRACT,REQ00657,2026-01-04
TXN000278,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,Human Resources,48997.84,INR,CTR0006,ON_CONTRACT,,2025-04-08
TXN000281,ERP_EXPORT,SUP0023,FleetBridge Cargo,Logistics & Freight,IT,85870.44,INR,,OFF_CONTRACT,REQ00369,2026-03-21
TXN000282,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Human Resources,110978.98,INR,CTR0004,ON_CONTRACT,REQ00703,2025-12-14
TXN000286,ERP_EXPORT,SUP0016,Prime Facility Care,Facilities Maintenance,IT,12156.54,INR,CTR0006,ON_CONTRACT,,2025-12-15
TXN000287,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Finance,137775.58,INR,CTR0004,ON_CONTRACT,,2025-11-13
TXN000289,ERP_EXPORT,SUP0008,Orion Office Supplies,Office Supplies,IT,8590.45,INR,CTR0003,ON_CONTRACT,,2026-03-11
TXN000290,ERP_EXPORT,SUP0015,Voyager Corporate Travel,Travel,IT,56448.33,INR,,OFF_CONTRACT,,2026-01-22
TXN000291,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Facilities,18202.53,INR,CTR0002,ON_CONTRACT,REQ00062,2025-05-06
TXN000292,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,Marketing,15099.9,INR,CTR0008,ON_CONTRACT,,2026-02-25
TXN000295,ERP_EXPORT,SUP0005,Cloudspan Software,IT Software & Licences,Marketing,28341.35,INR,CTR0002,ON_CONTRACT,,2025-07-24
TXN000296,ERP_EXPORT,SUP0003,BluePeak Systems,IT Hardware,R&D,105947.71,INR,,OFF_CONTRACT,REQ00844,2025-07-27
TXN000297,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Operations,201698.65,INR,CTR0004,ON_CONTRACT,,2025-05-28
TXN000302,ERP_EXPORT,SUP0011,Sterling Advisory,Professional Services,Marketing,151584.47,INR,CTR0004,ON_CONTRACT,,2025-11-05
TXN000303,ERP_EXPORT,SUP0022,Transcore Logistics,Logistics & Freight,R&D,56872.72,INR,CTR0008,ON_CONTRACT,,2025-09-11
TXN000304,ERP_EXPORT,SUP0019,Lumen Creative,Marketing Services,Marketing,109240.19,INR,CTR0007,ON_CONTRACT,,2025-11-29
